medicines,Disease,symptoms
,VAMITAVIRIKTAYO ASTHAPANAVYAPADAH,administration of niruha vasti burns his dehydrated body as if it is ulcerated by the application of alkalis
,KRUTANASTA:KARMANA,obstruction of channels of circulation causes impairment of senses
,KRUDDHABITAYO ASTHAPANAVYAPADAH,agitation in upper part of the body
,MATTA MURCCITAYORA ASTHAPANASYA VYAPADAH,mental damage
,PRASAKTA CCARDIRNISHTHIVIKA SVASA KASAHIKKARTANAM ASTHAPANAS,enema moves upward due to aggravated vāyu
,BADDHACCIDRODAKODARADHMANARTANAM ASTHAPANAVYAPADAH,severe distention leads to death
,ALASAKAVISUCIKAMAPRAJATAMATISARINAM ASTHAPANAVYAPADAH,clinical features of āma
,MADHUMEHAKUSHTHINO ASTHAPANAVYAPADAH,aggravates the clinical features of madhumēha kuṣṭa
,ANUVASANATIYOGAH/SNEHABASTI-ATIYOGAH,"nausea, confusion/delirium, exhaustion without exertion, exhaustion or tirednes of body, syncope/attacks of swooning, gripping pain, burning sensation, continuous discharge, creates pain/ distress"
,ANUVASANAVASTYAYOGAH/SNEHABASTI-AYOGAH,"pain in lower part of the body, pain in abdomen, pain in arms, pain in back, pain in sides of chest/flanks, dryness of the body, roughness of the body, obstruction in the passage of stool, obstruction/retention in the passage of urine, obstruction in the passage flatus"
,ABUKTABAKTASYA ANUVASANAVYAPADAH,oil enema spreads upwards
,NAVAJVARA PANDUROGA KAMALA PRAMEHINAM ANUVASANASYA VYAPADAH,abdominal enlargement / clinical features of ascites
,ARSASASYA ANUVASANAVYAPADAH,stickiness in the piles leading to abdominal distension
,AROCAKARTASYA ANUVASANASYA VYAPADAH,impairs desire for food
,MANDAGNI-DURBALAYOH ANUVASANAVYAPADAH,diminution of agni
,PRATISYAYAPLIHADIMATAM ANUVASANAVYAPADAH,excessive aggravation of the already aggravated dōṣa
,VATAVRUTASNEHA-SNEHABASTIVYAPAD,"generalised bodyache, fever, abdominal distension, feeling of cold, rigidity/stiffness, pain in the thighs, pain in sides of chest/flanks, cramps in the sides of chest"
,PITTAVRUTASNEHA-SNEHABASTIVYAPAD,"burning sensation, redness/congestion, thirst, confusion/delirium, black outs, fever"
,SLESHMAVRUTASNEHA-SNEHABASTIVYAPAD,"drowsiness/lassitude, fever with chills, lethargy, excessive salivation, tastelessness, heaviness, syncope, fatigue in mind and body"
,ASANAVRUTASNEHA-SNEHABASTIVYAPAD,"vomiting, syncope/attacks of swooning, tastelessness, fatigue in mind and body, colicky pain in the abdomen, sleep, generalised bodyache, signs of āma, burning sensation"
,VIDAVRUTASNEHA-SNEHABASTIVYAPAD,"retension of faeces, obstruction/retention in passage of urine, obstruction to the passage of flatus, pain, heaviness, abdominal distension, stiffness in cardiac region"
,ABUKTAPRANITA-SNEHABASTIVYAPAD,enema fluid goes up and comes out from the throat or through the orifices in the upper part of the body
,YAPANABASTI-ATIYOGAH,"oedema, loss of agni (digestive power), pallor, colicky pain in the abdomen, haemorrhoids, cutting type of pain in anus, fever, diarrhoea"
,RAKTAMOKSHANA-AYOGAH,"oedema, burning sensation, redness/congestion, inflammation/suppuration, pain"
,RAKTAMOKSHANA-ATIYOGAH,"burning sensation in head, blindness, eye disease - glacouma, errors of refraction/partial blindness, diminution of dhātu/ emaciation, convulsion, burning sensation, hemiplegia, monoplegia, hiccup, breathlessness/difficult breathing, cough, pallor/ clinical features of paṇḍu, death"
,RAKTAMOKSHAMITHYAYOGA,"profound swelling, rigidity/stiffness, tremors, diseases of tendons and veins, diseases of tendons and veins, fatigue in mind and body, other diseases of vāta origin"
,DUSHTARAKTASTAMBANAM,"bleeding disorder, fever, thirst, diminution of agni (digestive power), tastelessness, clinical features of kāmalā, swelling, anal pain, pain in groins, itching, redness, wheal like skin eruptions, papule/ eruptions, skin diseases, clinical features of pāṇḍu, obstruction to passage of flatus, obstruction to passage of urine, retention/obstruction to passage of feces, headache, a sensation of being covered with wet clothes, heaviness of the body, other diseases of rakta origin"
,NASYA-ATIYOGAH,"headache, pain in eyes, pain in temporal parts, pain in ears, pricking type of pain in head, pricking type of pain in eyes, pricking type of pain in temporal parts, pricking type of pain in ears, fainting/ blackouts/ partial blindness"
,NASYA-AYOGAH,"adhesion of sticky material in the throat, heaviness of the head, spitting"
,AJIRNI-BUKTABAKTAYORNASYAVYAPADAH,"cough, breathlessness/difficult breathing, vomitings, cold, catarrh"
,PITASNEHAMADYATOYAPATUKAMANAM NASYAVYAPADAH,"salivation, discharge from the nose, stickiness of eyes, errors of refraction/partial blindness, diseases of the head"
,SNATASIRASAH NASYAVYAPADAH,"cold, catarrh"
,KSHUDHARTASYA NASYAVYAPADAH,clinical features of vāta prakōpa
,TRUSHNARTASYA NASYAVYAPADAH,"intense thirst, dryness of mouth"
,SRANTAPIPASITAKSHUDHITANAM VAMANAVYAPADAH,mental damage
,SASTRADANDAHATAYO NASYAVYAPADAH,excruciating pain
,VYAVAYAVYAYAMAPANAKLANTANAM NASYAVYAPADAH,"pain in head, pain in shoulders, pain in eyes, pain in chest"
,NAVAJVARASOKABITAPTAYO NASYAVYAPADAH,"errors of refraction/partial blindness, aggravation of fever"
,VIRIKTASYA NASYAVYAPADAH,affliction of sense organs
,ANUVASITASYA NASYAVYAPADAH,"heaviness of head, , "
,GARBINYA NASYAVYAPADAH,"growth of foetus is arrested, blind by one eye, with deformity of upper limbs/ hump backed, hemiplegic, with deformity of the lower limbs"
,NAVAPRATISYAYARTASYA NASYAVYAPADAH,morbidity to channels of circulation
,ANRUTAU DURDINE CA NASYAVYAPADAH,"ailments due to cold, putrified rhinitis, diseases of the head"
,SNEHANANASYA-AYOGAH/HINAYOGAH,"derangement/impairment of vāta, dryness of sense organs, no relief from the disease"
,SNEHANANASYA-ATIYOGAH,"mucoid expectoration, heaviness of the head, abnormality in the functioning of sense organs"
,SIROVIRECANANASYA-AYOGAH/HINAYOGAH,"itching, greasiness /annointing, heaviness in the channels, secretion of mucus"
,SIROVIRECANANASYA-ATIYOGAH,"protrusion of the brain matter, features of increased vāta, abnormality in the functioning of sense organs, feeling of emptiness in the head"
,AKALADHUMAPANAH,"giddiness or dizziness, syncope/attacks of swooning, headache, disturbed function, injury of nose, disturbed function, injury of ears, disturbed function, injury of eyes, disturbed function, injury of tongue, bleeding disorder, deafness/ hearing impairment, blindness, thirst, dumbness/ aphasia, intoxication"
,DHUMAPANA-AYOGAH,"not clear voice, throat filled with kapha/ mucus, feeling of head as if wrapped with wet cloth, disease not pacified"
,DHUMAPANA-ATIYOGAH,"dryness of palate, feeling, dryness in head, dryness in the throat, hotness in palate, hotness in head, hotness in throat, thirst, confusion/delirium, profuse bleeding, severe giddiness or dizziness, syncope/attacks of swooning, impairment of the functions of sense organs, giddiness or dizziness, intoxication, constant sound (flute like) in ear, diseases of eyes, diseases of nose, weakness, fever, affliction of sense organs, inflammation of palate, smoky/fuming sensation, vomiting, death"
,DHUMAPANAMITHYAYOGA,"deafness/ hearing impairment, blindness, dumbness/ aphasia, bleeding disorder, giddiness, thirst, syncope/attacks of swooning, intoxication, confusion/delirium"
,KAVALA-HINAYOGAH,"dullness/ frigidity/inactiveness, nausea with mucous, ageusia"
,KAVALA-ATIYOGAH,"tastelessness, stomatitis, thirst"
,ASCYOTANA-AYOGAH,aggravation of disease
,ASCYOTANA-ATIYOGAH,"lids getting hard and causing sound, rubbing friction, difficulty in opening the lids, contraction of eyelids, pulsating sensation, winking of eyelids, unable to tolerate wind"
,ATISITA-ASCYOTANAH,"pricking type of pain, fixedness of eye, pain, lacrimation, rubbing friction"
,ATYUSHNATIKSHNA-ASCYOTANAH,"pain, redness/congestion, loss of vision, burning sensation, inflammation/suppuration, debility of vision"
,APARISRUTA-ASCYOTANAH,"lacrimation, rubbing friction, pain, redness/ congesion/ inflammation"
,ANJANA-MITHYAYOGAH,"redness/ congesion/ inflammation, lacrimation, pain, turbidity/dirtiness, burning sensation with sweating and restlessness, redness/congestion, rheum, pricking type of pain, difficulty in opening the eyelids, swelling, A morbid affection of the iris, change of colour, ulceration, and accompanied by imperfect vision, errors of refraction/partial blindness"
,ANJANATIYOGAH,"burning sensation, pricking type of pain, intermittent pain, loss of movement, rubbing friction, lacrimation, difficulty in opening the lids, lids getting hard and causing sound, headache, debility of vision"
,LEKHANANJANA-AYOGAH,"aggressive form, "
,LEKHANANJANA-ATIYOGAH,"distortion of eyes or vision, hardness in eyes, discoloration of eyes, flabbiness, excessive dryness of eyes, excessive lacrimation"
,PRASADANJANA-AYOGAH,insufficient dosage produce no effect at all
,ROPANANJANA-AYOGAH,insufficient dosage produce no effect at all
,TARPANA-HINAYOGAH,"dry eyes, turbid eyes, excessive lacrimation, photophobia/ intolerance to perceive vision, increase in disease characters"
,TARPANA-ATIYOGAH,"heaviness of eye, confused eyes/ turbid eye, excessive unctuousness of eye, lacrimation, itching, greasiness, afflicted by dōṣa"
,PUTAPAKA-HINAYOGAH,"inflammation/suppuration of eyes, lacrimation, type of pain where internal cooling is felt, apperance of dōṣa"
,PUTAPAKA-ATIYOGAH,"Pain, oedema, papule/ eruptions, appearance of timira/ partial blindness"
,PARIHARAKALE UCCABASHYAM,"burning sensation in the head, pricking pain in temples, pricking pain in ears, deafness, dryness of mouth, dryness of palate, dryness in the throat, errors of refraction/partial blindness, thirst, fever, feeling as if entering into darkness, lock jaw/catching sensation over jaw, torticollis/stiffness of neck, spitting, pain in the chest and sides of the neck, pain in sides of chest/flanks, hiccup, breathlessness/difficult breathing"
,PARIHARAKALE RATHAKSHOBAH,"looseness of big joints, looseness of small joints, pain in jaws, nasal pain, earache, headache, pricking pain, irritation in the pelvic region, gurgling sound of the intestines/ barborygmus, barborygmus/ gurgling sound of intestines, abdominal distension, feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia, obstruction in the functioning of sense organs, pain in the hips / buttocks, pain in sides of chest/flanks, pain in the groin, pain in the scrotum, low backpain, pain in back, weakness of joints, weakness of shoulders, weakness of neck, burning sensation in limbs, pedal oedema, pedal numbness, tingling sensation of feet"
,PARIHARAKALE ATICANKRAMANAM,"pain in legs/feet, pain in calf region, pain in thighs, pain in knees, pain in groins, pain in pelvic region, pain in back, feeling of weakness/fatigue of thighs, pricking pain in legs, calf claudication/cramp in the calf muscles, generalised bodyache, burning sensation in shoulders/ scapula, pulsatile veins, pulsatile arteries, breathlessness/difficult breathing, cough"
,PARIHARAKALE ATI-ASANA,"pain in the hips / buttocks, pain in sides of chest/flanks, pain in groins, pain in scrotum, low backpain, pain in back, weakness of joints, weakness of shoulders, weakness of neck, burning sensation in limbs, pedal oedema, pedal numbness, tingling sensation of feet"
,PARIHARAKALE AJIRNADHYASANA,"dryness of mouth, abdominal distension, colicky pain in the abdomen, pricking type of pain, thirst, exhaustion or tiredness of body, vomiting, diarrhoea, syncope/attacks of swooning, fever, straining at defecation, clinical features of āmaviṣa"
,PARIHARAKALE AHITABOJANAM,"disinclination for food, weakness, discolouration, itching, scabies, exhaustion or tirednes to body, clinical features of grahaṇī, haemorrhoids"
,PARIHARAKALE DIVASVAPNAH,"tastelessness, indigestion, loss of agni (digestive power), a sensation of being covered with wet clothes, pallor, itching, scabies, burning sensation, vomiting, generalised bodyache, tightness in the pericordial region, dullness/ frigidity/inactiveness, drowsiness/lassitude, continuous sleep, appearance of nodules, weakness, urine with blood, blood coloured urine/ hematuria, reddish coloured eyes, coating over the palate"
,PARIHARAKALE MAITHUNAM,"instantaneous loss of strength, fatigue / weakness in thighs, headache, pain in basti/ urinary bladder, proctalgia, penile pain, pain in groins, pain in thighs, pain in knees, pain in calf region, pain in legs/feet, palpitation of heart, pain in eyes, asthenia of limbs, bleeding through the seminal passage, cough, breathlessness/difficult breathing, haemoptysis, sunken voice, weakness of lumbar region, paralysis of the one part of the body, paralysis of the whole body, scrotal oedema, retention of vāyu/ flatus, retention of stools, obstruction/retention in passage of urine, excessive discharge of semen, dullness/ frigidity/inactiveness, shivering/tremors, deafness/ hearing impairment, depression, a feeling as if the anus is being cut, pain in the phallus as if it is being hit, a feeling as if the mind is shrinking, trembling of the heart, pain in joints, feels as entering into darkness"
